cluster	status	loglr	df	p	p.adjust	genes
chr1:clu_6366_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CAPZB
chr1:clu_6367_NA	Not enough valid samples	NA	NA	NA	NA	MINOS1,MINOS1-NBL1
chr1:clu_6368_NA	Success	4.37753519332341	5	0.11924150819029	0.545320349088671	OTUD3
chr1:clu_6369_NA	Success	1.34713147906486	1	0.100710049899081	0.521286941675323	OTUD3
chr1:clu_6370_NA	Success	0.799774986062445	1	0.205966997898289	0.633408264080941	OTUD3
chr1:clu_6371_NA	Success	0.827993507567953	1	0.198146021206816	0.626768517945905	OTUD3
chr1:clu_6372_NA	Success	0.0900394034927103	1	0.671305523816624	0.878048719901574	CAMK2N1
chr1:clu_6373_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DDOST
chr1:clu_6374_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KIF17
chr1:clu_6375_NA	Not enough valid samples	NA	NA	NA	NA	KIF17
chr1:clu_6376_NA	Not enough valid samples	NA	NA	NA	NA	KIF17
chr1:clu_6377_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KIF17
chr1:clu_6378_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr1:clu_6379_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HP1BP3
chr1:clu_6380_NA	Success	0.337198319909021	1	0.411522925002015	0.763740808131226	HP1BP3
chr1:clu_6381_NA	Success	0.418200013546084	3	0.840742262627364	0.938698373436957	HP1BP3
chr1:clu_6382_NA	Success	0.0959418461203967	1	0.661353439401489	0.873115188234676	HP1BP3
chr1:clu_6383_NA	Success	10.3231539904155	2	3.28633011151197e-05	0.00513663355005417	HP1BP3
chr1:clu_6384_NA	Success	16.2187127050338	10	0.000338458373398459	0.0286191522949058	HP1BP3
chr1:clu_6385_NA	Success	1.42225041124675	2	0.241170672558327	0.662113284977813	EIF4G3
chr1:clu_6386_NA	Success	0.218575323074774	1	0.508500932954202	0.807883445605187	EIF4G3
chr1:clu_6387_NA	Success	1.9845643582351	1	0.0463417451837519	0.421405887179441	EIF4G3
chr1:clu_6388_NA	Success	1.40113985200969	2	0.246316040032931	0.666857329092306	EIF4G3
chr1:clu_6389_NA	Success	0.431582119342693	3	0.834306772944368	0.935831855594529	EIF4G3
chr1:clu_6390_NA	Success	1.87523059409932	1	0.0527929431776922	0.439703738036436	EIF4G3
chr1:clu_6391_NA	Success	2.89228354920419	2	0.0554494463889415	0.441413548659431	EIF4G3
chr1:clu_6392_NA	Success	0.758477149594	3	0.678362851537921	0.878803795692806	EIF4G3
chr1:clu_6393_NA	Success	0.396781744098028	1	0.373024775337228	0.740736012007478	EIF4G3
chr1:clu_6394_NA	Success	14.4314801227608	2	5.40116962963868e-07	0.000142867861280391	EIF4G3
chr1:clu_6395_NA	Success	0.263953739802673	3	0.912718848655025	0.96481275158574	EIF4G3
chr1:clu_6396_NA	Success	4.66133072824414	12	0.675151684343503	0.878552603966389	EIF4G3
chr1:clu_6397_NA	Success	0.170607743787514	2	0.843152240318654	0.939408005511429	EIF4G3
chr1:clu_6398_NA	Not enough valid samples	NA	NA	NA	NA	EIF4G3
chr1:clu_6399_NA	Success	1.06716591801921	1	0.144033208796207	0.57435121064618	ECE1
chr1:clu_6400_NA	Success	0.630697257113212	1	0.26138729306158	0.680574210694618	ECE1
chr1:clu_6401_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NBPF3
chr1:clu_6402_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NBPF3
chr1:clu_6403_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RAP1GAP
chr1:clu_6404_NA	Success	23.815965247125	2	4.5379291598854e-11	4.25575247394344e-08	RAP1GAP
chr1:clu_6405_NA	Success	0.750237026601212	1	0.220598435501701	0.645716100318467	RAP1GAP
chr1:clu_6406_NA	Not enough valid samples	NA	NA	NA	NA	RAP1GAP
chr1:clu_6407_NA	Success	0.00383042363364439	1	0.930253208169896	0.972053389575694	RAP1GAP
chr1:clu_6408_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RAP1GAP
chr1:clu_6409_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RAP1GAP
chr1:clu_6410_NA	Success	2.7359025714602	1	0.0193256545149322	0.316953023809286	RAP1GAP
chr1:clu_6411_NA	Success	0.248036669886517	1	0.481230562538789	0.79484129790852	RAP1GAP
chr1:clu_6412_NA	Success	11.0101885444701	9	0.00881462054416223	0.219773553654011	RAP1GAP
chr1:clu_6413_NA	Success	0.0584904291163753	1	0.732332344983438	0.899857190184731	USP48
chr1:clu_6414_NA	Success	0.778323760045396	1	0.21215676367851	0.638740179465173	USP48
chr1:clu_6415_NA	Success	0.715650626408646	1	0.231552190707838	0.652971226290541	USP48
chr1:clu_6416_NA	Success	3.02786708163831	3	0.108929898703102	0.528626776756638	USP48
chr1:clu_6417_NA	Success	3.1215969109071	3	0.100359511628049	0.521286941675323	USP48
chr1:clu_6418_NA	Success	0.182343341531663	2	0.833315179582981	0.935831855594529	USP48
chr1:clu_6419_NA	Success	1.84701328725805	4	0.448995321163931	0.782176484774615	USP48
chr1:clu_6420_NA	Success	0.380854335478489	4	0.943506576209402	0.978031402586238	USP48
chr1:clu_6421_NA	Success	0.581340042628341	1	0.280910407042532	0.69303407533301	USP48
chr1:clu_6422_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CDC42
chr1:clu_6423_NA	Success	1.1717447153959	1	0.125807461407712	0.55013321357792	CDC42
chr1:clu_6424_NA	Success	0.641544906198646	1	0.257325326491982	0.676661645910129	CDC42
chr1:clu_6425_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZBTB40
chr1:clu_6426_NA	Success	3.58023894245932	2	0.0278690383630479	0.356257438210858	ZBTB40
chr1:clu_6427_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EPHB2
chr1:clu_6428_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EPHB2
chr1:clu_6429_NA	Success	0.487449329922356	2	0.61419099654078	0.853896100290361	KDM1A
chr1:clu_6430_NA	Success	0.998241394986508	2	0.368526965003493	0.739066196084822	KDM1A
chr1:clu_6431_NA	Success	0.0399387347856646	2	0.960848303926407	0.983832367573679	KDM1A
chr1:clu_6432_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KDM1A
chr1:clu_6433_NA	Success	1.37550944004761	1	0.0971924756235495	0.516139189738782	KDM1A
chr1:clu_6434_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KDM1A
chr1:clu_6435_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LUZP1
chr1:clu_6436_NA	Success	1.40582110076843	2	0.245165668065719	0.666164946374654	HNRNPR
chr1:clu_6437_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HNRNPR
chr1:clu_6438_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TCEA3
chr1:clu_6439_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RPL11
chr1:clu_6440_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TCEB3-AS1
chr1:clu_6441_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TCEB3-AS1
chr1:clu_6442_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FUCA1
chr1:clu_6443_NA	Success	2.63147584952549	4	0.261365174438356	0.680574210694618	SRSF10
chr1:clu_6444_NA	Success	3.6532301018625	1	0.00687071405143818	0.195796370592918	SRSF10
chr1:clu_6445_NA	Success	2.18213485846138	2	0.112800460389266	0.534100010306814	SRSF10
chr1:clu_6446_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	STPG1
chr1:clu_6447_NA	Not enough valid samples	NA	NA	NA	NA	STPG1
chr1:clu_6448_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SRRM1
chr1:clu_6449_NA	Success	1.05536563737655	2	0.348065138412748	0.731737331359598	SRRM1
chr1:clu_6450_NA	Success	0.0544822699473571	1	0.741326085721965	0.903360313031516	SRRM1
chr1:clu_6451_NA	Success	0.601062373396445	1	0.272897423082927	0.689154465909737	SRRM1
chr1:clu_6452_NA	Success	3.2188129940987	5	0.265933066793014	0.685022893310846	SRRM1
chr1:clu_6453_NA	Success	0.775021658183732	1	0.213129046319583	0.640311354455294	SRRM1
chr1:clu_6454_NA	Success	0.411219800900653	1	0.364467847857701	0.738149312795393	SRRM1
chr1:clu_6455_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SRRM1
chr1:clu_6456_NA	Success	0.448368276100155	1	0.343658271200124	0.728604980437746	SRRM1
chr1:clu_6457_NA	Not enough valid samples	NA	NA	NA	NA	RSRP1
chr1:clu_6458_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_6459_NA	Success	0.855892724787225	2	0.424903699651911	0.769430988278453	TMEM50A
chr1:clu_6460_NA	Success	0.815682148076803	2	0.442337484757855	0.780559954287039	TMEM50A
chr1:clu_6461_NA	Success	0.0935413227055051	2	0.910700384044875	0.96415159476198	TMEM57
chr1:clu_6462_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TMEM57
chr1:clu_6463_NA	Success	0.252998035910736	1	0.476877281876732	0.793562544894682	TMEM57
chr1:clu_6464_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_6465_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_6466_NA	Not enough valid samples	NA	NA	NA	NA	MAN1C1
chr1:clu_6467_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAN1C1
chr1:clu_6468_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SEPN1
chr1:clu_6469_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SEPN1
chr1:clu_6470_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SEPN1
chr1:clu_6471_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MTFR1L
chr1:clu_6472_NA	Success	0.497393916751037	1	0.318574994929037	0.710070905580188	MTFR1L
chr1:clu_6473_NA	Success	1.67277101182719	1	0.0673872816058304	0.46718225607913	STMN1
chr1:clu_6474_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	STMN1
chr1:clu_6475_NA	Success	0.381708419385546	2	0.682694084547796	0.881339805639173	EXTL1
chr1:clu_6476_NA	Success	2.25544793552808	2	0.104826577669762	0.526109403031342	EXTL1
chr1:clu_6477_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EXTL1
chr1:clu_6478_NA	Not enough valid samples	NA	NA	NA	NA	EXTL1
chr1:clu_6479_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EXTL1
chr1:clu_6480_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EXTL1
chr1:clu_6481_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CEP85
chr1:clu_6482_NA	Not enough valid samples	NA	NA	NA	NA	UBXN11
chr1:clu_6483_NA	Success	1.03835239650476	3	0.556639899500868	0.825487200839244	DHDDS
chr1:clu_6484_NA	Not enough valid samples	NA	NA	NA	NA	DHDDS
chr1:clu_6485_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARID1A
chr1:clu_6486_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARID1A
chr1:clu_6487_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARID1A
chr1:clu_6488_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZDHHC18
chr1:clu_6489_NA	Success	0.425334925691743	2	0.653550857496613	0.870163996635914	ZDHHC18
chr1:clu_6490_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr1:clu_6491_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GPN2
chr1:clu_6492_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TRNP1
chr1:clu_6493_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC9A1
chr1:clu_6494_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	WDTC1
chr1:clu_6495_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AHDC1
chr1:clu_6496_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FAM76A
chr1:clu_6497_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	STX12
chr1:clu_6498_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	STX12,PPP1R8
chr1:clu_6499_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	THEMIS2
chr1:clu_6500_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RPA2
chr1:clu_6501_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EYA3
chr1:clu_6502_NA	Not enough valid samples	NA	NA	NA	NA	EYA3
chr1:clu_6503_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EYA3
chr1:clu_6504_NA	Success	2.70869279533952	2	0.0666238408121436	0.465646843731424	EYA3
chr1:clu_6505_NA	Success	0.908712612483214	4	0.769292803968978	0.914156017858618	EYA3
chr1:clu_6506_NA	Success	4.9518537257411	6	0.128766118146184	0.555743590885566	EYA3
chr1:clu_6507_NA	Success	0.0566860842267261	1	0.736337153870144	0.901329609302934	DNAJC8
chr1:clu_6508_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DNAJC8
chr1:clu_6509_NA	Success	4.20735974271497	2	0.0148856183625283	0.280018769291293	ATPIF1
chr1:clu_6510_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PHACTR4
chr1:clu_6511_NA	Success	4.53980037280917	5	0.105930964655769	0.527914894390779	PHACTR4
chr1:clu_6512_NA	Not enough valid samples	NA	NA	NA	NA	PHACTR4
chr1:clu_6513_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TRNAU1AP
chr1:clu_6514_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TRNAU1AP
chr1:clu_6515_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SNHG12
chr1:clu_6516_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_6517_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GMEB1
chr1:clu_6518_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	YTHDF2
chr1:clu_6519_NA	Not enough valid samples	NA	NA	NA	NA	EPB41
chr1:clu_6520_NA	Success	1.99709222217234	5	0.550253555240486	0.823275312325475	EPB41
chr1:clu_6521_NA	Success	0.0610553118718258	1	0.726756526822266	0.897548225870764	EPB41
chr1:clu_6522_NA	Success	1.95122946636187	1	0.0482154897770428	0.429155299861927	EPB41
chr1:clu_6523_NA	Success	4.97842591430572	5	0.0764671029246812	0.484642642183614	EPB41
chr1:clu_6524_NA	Success	2.83619685460872	5	0.339412258709443	0.724327198514871	EPB41
chr1:clu_6525_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_6526_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_6527_NA	Success	4.7435277121117	2	0.00870787306874688	0.219464335323983	SRSF4
chr1:clu_6528_NA	Success	0.0354722813095805	2	0.965149486539055	0.984425756687452	SRSF4
chr1:clu_6529_NA	Not enough valid samples	NA	NA	NA	NA	SRSF4
chr1:clu_6530_NA	Success	1.56226411077719	2	0.209660838050542	0.637260225494813	MECR
chr1:clu_6531_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MECR
chr1:clu_6532_NA	Not enough valid samples	NA	NA	NA	NA	PTPRU
chr1:clu_6533_NA	Not enough valid samples	NA	NA	NA	NA	PTPRU
chr1:clu_6534_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PTPRU
chr1:clu_6535_NA	Success	0.697458695174134	1	0.237576422292094	0.658627432704566	PUM1
chr1:clu_6536_NA	Not enough valid samples	NA	NA	NA	NA	PUM1
chr1:clu_6537_NA	Success	0.248027704257709	1	0.481238488150405	0.79484129790852	PUM1
chr1:clu_6538_NA	Success	0.158588777582679	1	0.573308788432497	0.834195165288985	PUM1
chr1:clu_6539_NA	Success	3.19004327557604	7	0.496134114387833	0.800581811985748	PUM1
chr1:clu_6540_NA	Not enough valid samples	NA	NA	NA	NA	PUM1
chr1:clu_6541_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_6542_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZCCHC17
chr1:clu_6543_NA	Success	2.90828569465543	7	0.561323399082431	0.828532291448613	FABP3
chr1:clu_6544_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZCCHC17
chr1:clu_6545_NA	Success	1.05310235090309	1	0.146702765090299	0.576566682830688	ZCCHC17
chr1:clu_6546_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZCCHC17
chr1:clu_6547_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FABP3
chr1:clu_6548_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	COL16A1
chr1:clu_6549_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	COL16A1
chr1:clu_6550_NA	Success	3.44653027780362	2	0.0318559762308672	0.370833708848352	ADGRB2
chr1:clu_6551_NA	Success	0.0746980629699578	1	0.699113111122277	0.888001412419722	ADGRB2
chr1:clu_6552_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ADGRB2
chr1:clu_6553_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ADGRB2
chr1:clu_6554_NA	Not enough valid samples	NA	NA	NA	NA	ADGRB2
chr1:clu_6555_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ADGRB2
chr1:clu_6556_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ADGRB2
chr1:clu_6557_NA	Success	2.3507956086687	5	0.453372207658248	0.783938198357573	PTP4A2
chr1:clu_6558_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PTP4A2
chr1:clu_6559_NA	Success	0.368680031078043	2	0.691646680491385	0.884907400031985	KHDRBS1
chr1:clu_6560_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TMEM39B
chr1:clu_6561_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TMEM39B
chr1:clu_6562_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TMEM39B
chr1:clu_6563_NA	Success	4.28381368465625	3	0.0356276990453027	0.386472495637585	TXLNA
chr1:clu_6564_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TXLNA
chr1:clu_6565_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_6566_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_6567_NA	Not enough valid samples	NA	NA	NA	NA	TMEM234
chr1:clu_6568_NA	Not enough valid samples	NA	NA	NA	NA	EIF3I
chr1:clu_6569_NA	Not enough valid samples	NA	NA	NA	NA	EIF3I
chr1:clu_6570_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MTMR9LP
chr1:clu_6571_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HDAC1
chr1:clu_6572_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BSDC1
chr1:clu_6573_NA	Success	5.28420244640381	8	0.22737289443287	0.649744814118972	ZBTB8OS
chr1:clu_6574_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RBBP4
chr1:clu_6575_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RBBP4
chr1:clu_6576_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	YARS
chr1:clu_6577_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	S100PBP
chr1:clu_6578_NA	Not enough valid samples	NA	NA	NA	NA	S100PBP
chr1:clu_6579_NA	Not enough valid samples	NA	NA	NA	NA	S100PBP
chr1:clu_6580_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FNDC5
chr1:clu_6581_NA	Not enough valid samples	NA	NA	NA	NA	HPCA
chr1:clu_6582_NA	Success	7.13314800432448	3	0.00256420030055773	0.108820970322974	RNF19B
chr1:clu_6583_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RNF19B
chr1:clu_6584_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AK2
chr1:clu_6585_NA	Success	0.55198034047072	2	0.575808383900974	0.835290122170548	AK2
chr1:clu_6586_NA	Not enough valid samples	NA	NA	NA	NA	AZIN2
chr1:clu_6587_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AZIN2
chr1:clu_6588_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AZIN2
chr1:clu_6589_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF362
chr1:clu_6590_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PHC2
chr1:clu_6591_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PHC2
chr1:clu_6592_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PHC2
chr1:clu_6593_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CSMD2
chr1:clu_6594_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CSMD2
chr1:clu_6595_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CSMD2
chr1:clu_6596_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CSMD2
chr1:clu_6597_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr1:clu_6598_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CSMD2
chr1:clu_6599_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CSMD2
chr1:clu_6600_NA	Success	0.0356648862384645	2	0.964963611891599	0.984425756687452	CSMD2
chr1:clu_6601_NA	Success	0.105622547020346	1	0.645793257598371	0.866545687485015	CSMD2
chr1:clu_6602_NA	Not enough valid samples	NA	NA	NA	NA	CSMD2
chr1:clu_6603_NA	Success	0.18238173240762	1	0.54587255735443	0.8217162267136	CSMD2
chr1:clu_6604_NA	Success	0.410196757498738	1	0.365065136427116	0.73829313811158	CSMD2
chr1:clu_6605_NA	Success	0.354427203603393	1	0.399824383444239	0.756805199928581	CSMD2
chr1:clu_6606_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CSMD2
chr1:clu_6607_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CSMD2
chr1:clu_6608_NA	Success	0.0454160343394108	1	0.763122005770611	0.911681136251259	CSMD2
chr1:clu_6609_NA	Success	2.10754185087308	7	0.754697510683165	0.907856183796151	CSMD2
chr1:clu_6610_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CSMD2
chr1:clu_6611_NA	Not enough valid samples	NA	NA	NA	NA	ZMYM6
chr1:clu_6612_NA	Success	0.663692587071012	2	0.51494633528862	0.810008782685133	ZMYM6
chr1:clu_6613_NA	Success	0.100469782020014	1	0.653963523491688	0.870264152262674	ZMYM6
chr1:clu_6614_NA	Success	0.0667751290203427	1	0.714779040955358	0.893525968092355	ZMYM6
chr1:clu_6615_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZMYM6
chr1:clu_6616_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZMYM6
chr1:clu_6617_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZMYM1
chr1:clu_6618_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZMYM1
chr1:clu_6619_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZMYM1
chr1:clu_6620_NA	Success	0.645082968208953	2	0.524619013600935	0.812730101262539	NA
chr1:clu_6621_NA	Success	1.55312084432001	3	0.375533088506437	0.741293590738268	SFPQ
chr1:clu_6622_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZMYM4
chr1:clu_6623_NA	Success	5.81119686661009	6	0.0709427467723907	0.472105566332264	ZMYM4
chr1:clu_6624_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZMYM4
chr1:clu_6625_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZMYM4
chr1:clu_6626_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIAA0319L
chr1:clu_6627_NA	Success	0.0584701432432553	1	0.732376984179043	0.899857190184731	ZMYM4
chr1:clu_6628_NA	Success	1.06279300517622	2	0.345489507531002	0.730042965934006	KIAA0319L
chr1:clu_6629_NA	Success	1.71454990625432	3	0.33007472457597	0.720008867463883	KIAA0319L
chr1:clu_6630_NA	Success	2.60206034595649	4	0.266987257648179	0.685652518614675	KIAA0319L
chr1:clu_6631_NA	Success	2.59246954538912	4	0.268842470153927	0.68629527357089	KIAA0319L
chr1:clu_6632_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIAA0319L
chr1:clu_6633_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KIAA0319L
chr1:clu_6634_NA	Not enough valid samples	NA	NA	NA	NA	NCDN
chr1:clu_6635_NA	Success	1.81809616357714	6	0.725770506934093	0.897257984055979	NCDN
chr1:clu_6636_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_6637_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PSMB2
chr1:clu_6638_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PSMB2
chr1:clu_6639_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CLSPN
chr1:clu_6640_NA	Success	0.967694706415614	2	0.379957943868947	0.743342717419317	AGO4
chr1:clu_6641_NA	Not enough valid samples	NA	NA	NA	NA	AGO1
